Plot_ID,Latitude,Longitude,DBH,Tree_Height,Crown_Width_North_South,Crown_Width_East_West,Slope,Elevation,Temperature,Humidity,Soil_TN,Soil_TP,Soil_AP,Soil_AN,Menhinick_Index,Gleason_Index,Disturbance_Level,Fire_Risk_Index,Health_Status
20,21.64916561,-127.6237815,68.06002019,23.94527559,3.069943786,8.721414226,4.026290526,2268.190291,36.29319792,72.71542351,0.267609254,0.476743007,0.040053277,0.488705539,0.873154742,3.75358682,0.968298315,0.734004255,Unhealthy
21,34.47411579,-81.18058129,96.52247125,10.00123309,4.701735749,7.002347027,18.80928385,1697.00258,22.42542132,41.80461991,0.185272862,0.352877524,0.203108452,0.293150079,2.548595204,2.089538317,0.489539542,0.28545772,Healthy
22,15.57975443,-109.1855695,58.21597743,14.11747263,3.164784267,4.918566911,38.39781594,2468.700772,34.46330482,89.72365446,0.038234825,0.025792855,0.290576459,0.434102423,1.189806383,4.328248387,0.69637585,0.297671979,Healthy
23,21.68578594,-65.29226632,93.99813389,21.19242873,7.05145459,9.57808103,38.52691299,2882.817228,33.04732204,58.79938277,0.910211105,0.453902052,0.428183894,0.476879736,1.376755819,1.334896532,0.110443127,0.468892986,Unhealthy
24,24.65447373,-62.02592284,9.964498532,11.3087724,8.434582161,7.473206805,4.465694921,2398.721183,19.36766875,44.44611675,0.0181409,0.24481404,0.48725005,0.33930054,1.041894278,4.092554692,0.441148825,0.02178895,Healthy
25,28.24279937,-63.90134576,44.78536531,3.584398372,7.057829178,9.371486826,4.082439724,1851.028929,13.05295722,61.41111486,0.738721323,0.232861857,0.222548794,0.276724646,1.963785106,1.399747626,0.809018542,0.78932301,Unhealthy
26,41.40703846,-96.80500483,29.71499014,12.46978932,8.419154025,5.748291759,11.82129647,1530.690605,19.21287464,50.55664152,0.160626408,0.28540097,0.034921227,0.006737871,1.370238869,4.524756948,0.505335321,0.317088787,Healthy
27,17.98695129,-69.65701443,74.42799167,28.44456032,4.57292946,3.330138473,39.36447281,216.2003504,33.91760815,65.14408517,0.913107326,0.078945351,0.375812212,0.024809722,2.143482599,2.216818073,0.702699033,0.853763102,Healthy
28,30.56937754,-70.8815421,98.2232236,19.96856312,2.406852736,1.475440177,5.800616328,2954.533739,12.96713875,29.16262947,0.89386798,0.237237194,0.284760762,0.104421352,0.539118295,3.617573459,0.74575133,0.802630422,Very Healthy
29,33.69658275,-107.6629669,29.37035593,20.80141616,7.641558527,7.534763663,32.39985612,1212.095255,23.35527211,99.75924023,0.657362135,0.416407972,0.226706216,0.097074174,0.660937209,2.950009114,0.253469141,0.661402033,Healthy
30,11.85801651,-71.97591681,67.14658714,19.7039003,4.244270546,2.091726982,4.552452883,541.4618204,33.21338618,54.04447022,0.675511808,0.012663817,0.158088095,0.131105604,0.749152882,2.465212581,0.875699373,0.324874867,Unhealthy
31,34.30179408,-127.4094656,23.81927511,7.571779891,7.041437427,3.724976154,28.04120342,2033.455681,17.37171163,47.85845118,0.015285751,0.140093994,0.253687271,0.155942646,1.547484213,3.581767333,0.459822431,0.516316562,Healthy
32,16.82096495,-88.26110851,58.70637418,13.71334819,3.435795478,5.792238171,16.02302846,924.4360384,27.4773373,76.81678787,0.98502285,0.00621502,0.172646404,0.183232419,2.536990432,4.790091922,0.210185104,0.444829258,Healthy
33,12.60206372,-113.8993814,49.07358624,23.02631435,1.731066713,6.07974929,35.50112833,1798.756986,13.59710509,49.11195252,0.879054278,0.210777098,0.379720875,0.213166157,2.720444776,1.165078989,0.865415882,0.338881886,Unhealthy
34,47.95542149,-121.560318,97.34050631,4.838441131,9.933236159,6.405248773,10.5160702,1801.626933,8.824780588,86.6619444,0.896155163,0.365516178,0.27422738,0.053938838,1.11202685,4.675411424,0.417818806,0.848136289,Healthy
35,48.62528132,-124.6132759,62.81009091,9.779877731,2.405813571,2.496297973,28.76408232,1392.616481,32.80344788,56.34165795,0.662652092,0.400392055,0.439039648,0.025969156,1.935924311,3.43632662,0.750312438,0.483507075,Sub-healthy
36,42.33589392,-81.25978569,38.20310535,9.736935037,9.895788946,4.417636643,10.60571406,2524.743985,8.463901819,77.56467306,0.351339059,0.472868932,0.274054238,0.338602502,2.420912482,4.229257203,0.548033072,0.832723098,Sub-healthy
37,22.18455077,-106.2087525,15.83909956,14.09652997,9.795519393,6.554748044,32.11471274,868.4044785,14.49834883,28.59625732,0.894712163,0.306209783,0.122939895,0.270980738,1.222073575,2.535499814,0.381871752,0.105218474,Healthy
38,13.90688456,-79.26632599,19.36844873,29.45032475,8.144362935,9.728369782,39.31551156,1401.034516,34.92882977,87.68953484,0.298601759,0.131040299,0.426290482,0.22485138,1.522519342,2.887371899,0.809876415,0.141024789,Unhealthy
39,37.36932106,-125.4250561,26.40510835,3.890071307,6.934806659,7.548680239,5.706080961,1659.307173,17.12642505,78.85743894,0.567084428,0.462453235,0.280823427,0.319047771,1.809935507,4.475403007,0.584469932,0.977320305,Sub-healthy
40,27.60609975,-107.9296764,28.84183283,16.52362784,6.200263452,9.303433814,38.99680599,2024.51169,39.05658723,36.93734228,0.108733663,0.388781298,0.107386314,0.414701307,0.837187116,2.659391879,0.390562102,0.587768463,Healthy
41,14.88152939,-92.23560953,85.80852549,7.022211096,8.794913908,7.859908525,26.71088645,2373.518366,39.29070172,31.62288078,0.922736074,0.289342099,0.313636366,0.21670799,0.564955734,3.138638267,0.10959787,0.509769673,Healthy
42,29.8070764,-74.64937846,58.31616489,29.17894327,3.604955695,6.32545272,5.719972089,1244.94112,14.38966072,45.3033879,0.149362753,0.349341907,0.182069799,0.322354135,0.882014523,1.080779692,0.895445314,0.523156063,Unhealthy
43,11.37554084,-107.6873248,54.72213658,5.172498132,5.209130912,2.728210322,19.23938349,1973.536138,6.434237779,98.08564688,0.232647838,0.462536596,0.422980778,0.477018251,2.067134053,1.634392023,0.035469585,0.215268774,Healthy
44,46.37281608,-86.18760365,15.90304283,13.30082807,6.574509724,7.000170867,7.238713207,536.7717639,29.67721495,40.54652597,0.562552817,0.357635044,0.229383371,0.420614125,0.684045654,3.566746032,0.863187348,0.71870395,Unhealthy
45,20.35119926,-67.98155762,86.71327087,22.66077958,4.700714283,6.610416094,31.515655,2804.679492,20.78452759,56.49017672,0.76645207,0.187345381,0.364588472,0.215870401,0.974240912,3.867907604,0.359961525,0.084780624,Very Healthy
46,36.50089137,-86.88957683,73.6673588,21.72752398,4.847378087,6.422222534,34.14906605,1210.870539,8.526349539,22.40161806,0.623157793,0.35794896,0.052290423,0.324134835,1.344634714,3.330403747,0.639338764,0.573323713,Healthy
47,22.46844304,-113.6928368,11.42849438,13.83640183,3.972562008,5.408072812,4.760843412,2215.612124,29.76329866,51.77820237,0.239812574,0.024937691,0.201032051,0.092650106,0.694675161,1.573240145,0.922199724,0.570768797,Unhealthy
48,30.80272085,-128.2919453,72.24433424,11.7026767,6.07808635,5.757909436,22.77629337,158.9891375,6.091121819,65.70560123,0.010933612,0.196275703,0.491704511,0.282458482,0.979248178,2.781621714,0.151706616,0.914188424,Healthy
49,31.86841117,-69.09307883,56.63613065,13.1331466,8.655170752,4.009982744,36.65812752,695.0427144,35.45688417,96.249969,0.759579075,0.206129901,0.405187843,0.490757504,2.778174472,2.420379065,0.566950476,0.52618281,Healthy
50,17.39417822,-128.5111412,12.76390785,9.399735368,2.813755402,5.673814234,42.12733687,1512.539379,9.852838519,61.3388836,0.985355253,0.087584926,0.084170697,0.261565982,0.548247831,2.982645376,0.764432862,0.137062696,Sub-healthy
51,48.78338511,-68.77088291,48.53856095,7.749322284,9.409897349,2.778003151,23.108304,2646.932156,9.455915756,85.52858609,0.811813989,0.016427313,0.142493204,0.464180958,2.13357981,4.481316138,0.757583833,0.572753259,Sub-healthy
52,41.00531293,-92.97440062,51.04614728,15.52511153,7.201788884,8.246569576,42.76256506,1629.039935,11.14853043,63.77021141,0.465604552,0.071023712,0.168258825,0.206630786,1.461022327,4.103445755,0.525631915,0.091327644,Very Healthy
53,47.57995766,-64.2652611,20.74858132,9.51894517,8.409458914,2.671992592,24.10600367,2796.624399,38.60932255,23.26280107,0.904729589,0.32903764,0.326930952,0.499428189,2.181621849,1.335958006,0.62473946,0.203793835,Unhealthy
54,45.79309402,-74.0851735,94.84132397,10.04892662,6.005716234,1.764696609,17.73857226,1503.011,29.26092761,45.20066202,0.415749196,0.402132964,0.379712406,0.291713917,1.971729301,4.561236791,0.757526994,0.031108584,Healthy
55,33.91599915,-60.14461226,85.74766029,20.38916978,8.015650313,4.926214237,38.16914078,1522.302381,33.04800374,66.04396063,0.529684743,0.494160729,0.376015671,0.025923152,1.058746886,2.887068605,0.841027638,0.513293582,Unhealthy
56,46.8749694,-105.4501729,68.55712205,29.11904529,1.145803576,6.924766956,22.18422197,447.2656867,18.9172245,96.04751727,0.48235847,0.176449934,0.257387658,0.295443624,2.618023719,3.97544858,0.761813097,0.084532615,Very Healthy
57,13.53970008,-76.29681977,48.9180783,18.90184162,8.365423823,4.939451424,21.23561298,2427.703108,16.77094546,88.73042878,0.453147634,0.301692715,0.406356166,0.140913484,1.729850957,1.560156925,0.354004943,0.469394379,Healthy
58,17.8393145,-101.864836,44.11772645,4.155425078,1.361249732,3.490787188,22.06406202,816.1996962,13.20694024,38.26844913,0.777438862,0.468886759,0.221353651,0.021078254,2.556340047,3.682878103,0.996726401,0.932945035,Unhealthy
59,11.80909156,-96.40870658,66.84247938,4.116341188,9.009220387,6.023540655,38.10532508,2708.876219,21.82268099,37.6087864,0.531501218,0.087685682,0.06632088,0.411322386,1.51503134,1.94530407,0.434502694,0.719761413,Healthy
60,23.01321323,-86.07461757,56.81602759,28.63985018,9.927664725,4.123021019,37.43736938,2741.390239,24.31400567,36.09383737,0.323549951,0.360234565,0.284398712,0.14148617,2.961713885,2.753523589,0.024464703,0.077411674,Healthy
61,25.54709159,-68.84260201,10.91594506,10.32414213,3.64660716,9.395809211,18.15839966,2835.599324,27.11211953,93.7999117,0.265576586,0.378714473,0.476389185,0.399291534,2.426223396,1.06745148,0.362616952,0.224209812,Unhealthy
62,20.85396127,-61.11415716,53.68775163,4.57787561,2.892867007,9.303806256,14.99849369,1608.668418,13.99914764,88.21329225,0.047369844,0.04904289,0.397531857,0.147667704,2.914875513,1.606442552,0.127782955,0.67366242,Healthy
63,43.14950037,-76.22086103,81.60834364,18.77324844,7.888270275,5.52134638,22.13676108,2063.571976,38.20289283,81.99067458,0.58736321,0.431318446,0.291456821,0.101191545,1.785816197,1.368321972,0.121442616,0.894701861,Unhealthy
64,24.27013307,-100.7563252,48.62778837,19.46216579,3.277237068,3.950955946,25.77476294,2357.696052,10.94154744,51.41880914,0.237661801,0.407486998,0.325168802,0.487098109,1.684227831,1.958976692,0.28153504,0.032918587,Healthy
65,21.23738039,-100.5050098,9.935874868,20.15813496,8.790061449,7.634191726,10.72517448,479.9423941,38.79786112,60.35045634,0.156652583,0.021534488,0.465628203,0.184014437,2.388634523,1.40007236,0.053375494,0.812451132,Unhealthy
66,31.70784333,-78.36923889,79.69642894,9.48725678,1.925583329,1.330416491,35.72797881,1842.775865,5.519964288,57.14653958,0.657291664,0.050086785,0.217029683,0.302681225,2.700728158,3.767640106,0.688512188,0.56181388,Sub-healthy
67,15.636969,-113.2855998,24.1295593,2.423099158,2.133596767,5.272921054,21.89172446,199.4639138,21.83939921,40.2718486,0.684397165,0.029317812,0.169040099,0.306940839,2.91036449,1.116159609,0.073988884,0.546091325,Unhealthy
68,42.08787923,-122.2668121,29.56897931,29.02043034,9.812363996,4.026910548,15.03204968,1542.941642,16.66787433,60.40224369,0.754633343,0.170698048,0.488734575,0.282434374,1.311379765,3.470962002,0.203289555,0.957813183,Healthy
69,12.98202575,-105.176449,20.64710358,9.025005279,7.064550084,9.284822966,4.806944683,549.0437767,20.71931949,22.43972383,0.508541127,0.25709805,0.432404351,0.457774393,2.496761435,1.562831323,0.092899714,0.747644613,Healthy
70,49.47547746,-109.8932706,36.37043116,20.92873607,8.62198502,1.108027245,10.74803222,630.4764853,24.97326026,30.54482988,0.895114059,0.268512125,0.164906574,0.33884833,1.026613994,4.780645829,0.063167731,0.850118868,Very Healthy
71,40.88979077,-109.2584316,76.89139304,21.78563636,3.918964396,5.975333881,42.71765273,1158.637943,20.24562053,90.92716769,0.936979326,0.137495046,0.234571396,0.204847837,1.863935867,4.732376292,0.267751666,0.35399557,Very Healthy
72,17.94862726,-113.6474574,54.34165665,19.08020768,7.088353746,7.66597223,13.72948591,1354.067783,19.51963976,80.13438136,0.80929723,0.456240459,0.210463674,0.43187829,0.949620371,1.90201241,0.571898968,0.554364041,Healthy
73,10.22088468,-127.0534767,24.46372104,10.76140704,6.348176446,5.365161888,7.598668022,1907.200031,30.64531954,53.82947272,0.639237547,0.187290081,0.078802361,0.094626135,1.368493404,3.457685193,0.964685556,0.615405677,Unhealthy
74,42.61845714,-128.7488246,88.39385742,9.590695105,6.428351081,1.768627271,20.73027562,315.8424135,29.00566963,61.37202898,0.310683744,0.027547327,0.479120565,0.274397195,2.828395918,1.112021278,0.875556654,0.32158394,Unhealthy
75,38.27429375,-60.85943272,88.56027622,18.73471192,7.142792136,9.75215251,13.81894845,1560.706108,34.16449487,49.59991088,0.983115472,0.15361242,0.205134653,0.475522434,0.865226749,4.727154172,0.875933925,0.570248125,Unhealthy
76,39.16028672,-100.0558806,87.70495038,26.25067774,6.178232558,5.662093882,1.582166262,629.6128777,13.74856434,79.26238937,0.281394806,0.267899164,0.438287896,0.314571827,2.081002238,3.091949233,0.176067036,0.236655379,Healthy
77,40.85081387,-103.0971347,27.68564008,28.50854441,4.861561324,6.527676199,14.54153478,1764.528008,26.33349784,82.73497434,0.210630353,0.207069802,0.098731333,0.409399383,1.982385682,1.172892606,0.264907193,0.143375671,Unhealthy
78,12.96178607,-82.42469021,47.8677377,4.965362523,3.483304249,3.129488044,24.48488808,1948.473376,25.48181749,81.06281522,0.447732573,0.140552047,0.276196051,0.328512559,0.801845882,2.369999972,0.076393317,0.373970259,Healthy
79,24.33862914,-114.7222278,98.57401733,6.335201153,7.917231978,5.351482766,24.82705674,1714.456844,17.94082338,77.80893799,0.066272165,0.070005009,0.016860886,0.420488577,1.314947609,1.307397847,0.77846834,0.739289629,Unhealthy
80,14.63476238,-63.50271712,78.34118525,28.45261525,3.03645187,4.862345428,16.04515145,2241.05698,22.01201397,36.3603471,0.97870952,0.410486428,0.38328914,0.472521501,1.907453761,2.571777757,0.069816301,0.916187148,Healthy
81,44.52413704,-74.95584899,7.580905016,22.62298639,7.231188755,1.674062578,20.12862403,1073.266808,15.98237502,47.03759834,0.592549221,0.498091895,0.29255238,0.140096255,0.967946522,3.679705369,0.556695671,0.457714051,Very Healthy
82,34.93192507,-123.7412298,11.19443617,26.7238271,3.099995404,1.955443182,43.44830632,2318.809116,9.964553917,57.5876348,0.561382571,0.168123356,0.314666844,0.088982235,2.501559141,2.879559632,0.247875572,0.642823688,Healthy
83,23.23592099,-100.7693457,49.0734808,7.673713756,6.62797153,8.537252677,16.98068148,1355.024537,12.48304237,46.46343931,0.659238317,0.193902417,0.030601837,0.244575421,2.930391274,2.534888699,0.243445634,0.103037131,Healthy
84,12.54233401,-68.46171847,91.37591956,18.45240439,7.723704404,3.15837957,11.6202066,1504.135045,8.692977624,80.39521601,0.502053411,0.310928575,0.109463973,0.352421901,1.0368985,1.476628182,0.990725055,0.904463759,Unhealthy
85,22.43929287,-63.86875844,56.17667081,21.63190864,2.968425,2.754624443,10.95601698,1979.496169,28.90743513,46.34828194,0.041742882,0.36062853,0.041793782,0.11745967,0.967279912,1.979756183,0.756779807,0.568604214,Healthy
86,23.00733288,-97.28189421,52.29218826,21.04313279,1.539489708,5.544203061,20.59940757,153.2393136,28.12545876,31.05856694,0.616188176,0.19905462,0.148012586,0.007030218,1.637337679,1.400573151,0.836939358,0.780338248,Unhealthy
87,39.18424713,-87.06120276,15.0200015,13.42824734,2.178763687,7.918724182,34.17840669,1996.583242,38.27122301,51.92323616,0.719012138,0.452940111,0.315582309,0.174752882,2.369413193,4.229994927,0.571982685,0.794441201,Healthy
88,35.50229885,-118.3076238,67.39410995,2.431056967,6.453972705,1.557518667,9.269468288,1893.896932,30.53874448,98.39315462,0.42258157,0.282201975,0.285262062,0.484585371,1.204001526,1.540959312,0.871014287,0.256480526,Unhealthy
89,45.4885097,-60.61819617,83.09980026,18.32192959,8.645017656,6.191271277,31.91832572,998.5566386,6.821604356,38.07051303,0.759722616,0.227943088,0.308014162,0.349008893,0.549699772,3.381493466,0.645490539,0.529174453,Healthy
90,28.88859701,-113.7829809,41.13990071,9.086843097,1.404971391,2.072893986,0.951742051,348.8034262,35.94858109,68.97269272,0.234731286,0.325103013,0.276879379,0.203656095,1.85305157,2.370961654,0.946173705,0.960479752,Unhealthy
91,14.78376984,-64.00877581,78.68312584,14.60711889,7.607361331,1.328149457,18.85198401,363.7128047,35.1936307,54.63784399,0.229063825,0.476637905,0.140149254,0.100325168,2.891501419,1.903913539,0.281338586,0.089634545,Healthy
92,38.52979149,-84.52473457,96.62528212,28.81226842,4.071867814,1.474695569,34.91392793,2777.348866,20.51621123,25.68196541,0.169802818,0.398303386,0.126031211,0.181264389,1.478192139,3.557873758,0.595319546,0.683049898,Very Healthy
93,40.43140194,-87.45842436,24.35781362,13.17298889,5.306755329,8.507476974,15.24298301,2098.910032,25.50520677,59.03012848,0.378274812,0.0248065,0.072844543,0.089070519,1.550336385,2.828009238,0.690131348,0.962264078,Healthy
94,32.4510879,-94.11180423,54.71631496,25.51444499,9.359735949,2.061752353,25.36816957,468.5975799,39.16274164,76.17314629,0.848541915,0.169493406,0.425290083,0.057621382,2.922254293,2.600581869,0.392937305,0.300577108,Healthy
95,40.8386872,-113.8531132,32.27810602,7.279136961,3.987743543,1.40636228,9.224065477,1134.497191,23.63065273,61.05759807,0.829632942,0.237919619,0.310157282,0.453837474,2.236519029,3.37140802,0.879707982,0.861447921,Unhealthy
96,29.75182385,-117.6430378,80.32116981,20.82889394,5.188032405,4.941098984,33.3897926,1818.200682,36.68626399,89.7684851,0.388995966,0.160686198,0.097322951,0.498836917,2.297929807,2.965070514,0.979803163,0.933657545,Unhealthy
97,30.90931318,-114.5659654,59.87136976,29.35619472,1.123141733,8.595941247,2.352559647,2523.157945,7.906356523,43.11496133,0.593227549,0.351592843,0.092718643,0.086236648,1.906755013,2.213936834,0.493769491,0.747086209,Healthy
98,27.10164073,-116.9493216,65.28532967,4.853006824,1.73438848,3.361675388,38.36441902,226.6166933,11.6868154,26.8999337,0.723608153,0.414003229,0.437152623,0.031988667,2.936523027,3.236245151,0.390640655,0.231328312,Healthy
99,11.01676507,-75.42908685,80.80184516,2.232958382,3.32732432,4.795413558,8.918837389,786.2360813,20.42642302,94.92524893,0.248794707,0.367015822,0.372651778,0.168216898,2.222166211,3.677994306,0.471937929,0.334000719,Healthy
100,14.31565708,-105.4912319,42.6171949,14.14031819,1.250670167,1.359302793,39.34791143,2680.272072,25.46648829,50.25570796,0.176459675,0.494719977,0.331402545,0.233521294,2.737581879,1.106772634,0.852736746,0.035809294,Unhealthy
101,11.25716743,-125.9510126,91.9335565,4.593513525,6.682377934,5.041706627,15.86381586,126.5800955,33.56797482,66.11244412,0.972375033,0.139911086,0.206397733,0.106386517,2.248447164,2.863486916,0.645468426,0.831453234,Sub-healthy
102,35.45641645,-62.16281589,55.63774239,22.95476179,4.837585211,6.198517726,32.52076085,684.0573981,39.58917403,83.36025009,0.62138174,0.4381198,0.134677904,0.154205331,2.337789562,1.230733138,0.044772373,0.849611187,Unhealthy
103,22.57423924,-68.13498805,20.00570817,27.60736259,5.933306825,6.138163484,14.3651384,2881.17011,18.60980238,45.94509311,0.981601565,0.384478219,0.489828128,0.104431014,1.226027305,1.745621656,0.54216991,0.63271031,Healthy
104,30.34282765,-65.05734018,71.11041623,14.15258724,2.571824673,3.99184023,40.76602521,1878.865355,6.659547265,77.29316305,0.344378427,0.184278485,0.39963359,0.388258981,1.258696745,3.242034936,0.017300123,0.352527851,Healthy
105,46.30265896,-60.35645241,80.35982829,9.24392598,3.663388265,3.839798626,5.698670648,858.8469632,33.04100262,30.83350799,0.706001383,0.368391649,0.154380715,0.357726082,2.457461624,4.464755661,0.778535371,0.076811028,Sub-healthy
106,19.97168917,-117.8273326,35.09235932,14.16329293,6.974420274,1.95961257,8.033390517,294.2741737,26.15332517,43.30349978,0.2303776,0.056517598,0.424544574,0.319301,1.241765723,4.531222717,0.328312274,0.75305761,Healthy
107,26.41531692,-102.2630587,86.43202941,22.2565389,9.687724513,4.301184886,22.18635563,181.7548873,11.94900006,31.57685089,0.26858817,0.395720074,0.380671315,0.196672839,1.906925177,1.279776041,0.472007482,0.726526194,Unhealthy
108,40.22204554,-76.9233067,91.0836092,2.253516524,1.453750962,1.89545202,3.687229757,809.7607309,22.31899598,84.89844467,0.5167831,0.268503648,0.152054872,0.454975266,1.123380777,2.676420345,0.798678106,0.912602522,Sub-healthy
109,19.15192662,-81.27855674,31.3059263,18.50471171,9.013458888,7.899363502,8.819108312,2656.308877,30.98085859,37.81193882,0.326421944,0.149683635,0.216143663,0.484918608,2.542458452,3.332025932,0.046448817,0.730532021,Healthy
110,13.07919639,-119.2272866,98.43453991,19.17216718,6.191930812,9.69646868,42.4694872,1306.149597,31.96441255,77.39228443,0.175945348,0.329609764,0.097046955,0.09095146,0.776253378,1.588279618,0.158541536,0.828694942,Healthy
111,21.59005812,-72.89168125,18.36759516,19.85527091,6.075276101,9.73067011,43.94203475,2188.966771,22.48664442,95.46387178,0.270251895,0.322601899,0.05997096,0.115391257,2.573616599,4.061728867,0.397960376,0.745954618,Very Healthy
112,16.44885149,-114.28916,24.1914885,8.776618239,5.502506817,8.785639894,16.93166982,2763.026603,15.68250855,62.22177673,0.045390911,0.10869568,0.362767206,0.265187359,2.006824501,3.976941034,0.229925164,0.630687188,Healthy
113,47.18790609,-114.332767,22.50135973,21.99347625,1.624546773,6.407129344,41.54787095,1283.317339,39.08099037,63.20233538,0.707379385,0.02004672,0.137418369,0.050169032,0.967273837,4.613364055,0.337901426,0.426966394,Very Healthy
114,42.32481518,-92.4117904,89.92902245,4.558961617,1.808891666,7.307791275,24.51711041,654.704376,28.21769138,56.88268545,0.497195491,0.219643181,0.410929386,0.221041957,1.855088464,1.033944048,0.998174738,0.902117309,Unhealthy
115,35.33615026,-88.49420456,67.15779247,7.579569421,6.408208051,3.566852224,12.13841096,1599.641999,19.28831318,46.07121147,0.103300636,0.286908375,0.497826312,0.292986676,1.206247092,1.866736976,0.825414438,0.650968572,Unhealthy
116,44.85842361,-89.39396545,19.44990691,26.56916131,4.068627143,6.676933782,31.60794245,2733.442692,14.81621285,58.05240247,0.179977053,0.438919613,0.042926808,0.263426418,1.308668337,4.308746857,0.883901815,0.398355322,Unhealthy
117,42.14688308,-123.5959214,46.83072474,22.68424822,9.255412599,5.100845945,29.6505813,2432.685801,30.58860441,68.22460258,0.111509193,0.464467314,0.239152387,0.168799749,1.378820104,3.682320203,0.937054634,0.083469295,Unhealthy
